uniqueid,name,yearreleased,genre,publisher,developer,rating
6101,Tiger Woods PGA Tour 14,2013,Sports,Electronic Arts,EA Tiburon,E
6102,Tiger Woods PGA Tour 2002,2002,Sports,Electronic Arts,EA Sports,E
6103,Tiger Woods PGA Tour 2003,2002,Sports,Electronic Arts,EA Sports,E
6104,Tiger Woods PGA Tour 2003,2002,Sports,Electronic Arts,EA Sports,E
6105,Tiger Woods PGA Tour 2003,2002,Sports,Electronic Arts,EA Sports,E
6106,Tiger Woods PGA Tour 2004,2003,Sports,Electronic Arts,EA Sports,E
6107,Tiger Woods PGA Tour 2004,2003,Sports,Electronic Arts,EA Sports,E
6108,Tiger Woods PGA Tour 2004,2003,Sports,Electronic Arts,Backbone Emeryville,E
6109,Tiger Woods PGA Tour 2004,2003,Sports,Electronic Arts,EA Sports,E
6110,Tiger Woods PGA Tour 2005,2004,Sports,Electronic Arts,EA Sports,E
6111,Tiger Woods PGA Tour 2005,2004,Sports,Electronic Arts,EA Sports,E
6112,Tiger Woods PGA Tour 2005,2004,Sports,Electronic Arts,Headgate,E
6113,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,2004,Adventure,Disney Interactive Studios,Capcom,E10+
6114,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,2005,Adventure,Disney Interactive Studios,Capcom,E10+
6115,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,2005,Platform,Disney Interactive Studios,TOSE,E10+
6116,Time and Eternity,2012,Role-Playing,Nippon Ichi Software,"Image Epoch, Imageepoch",T
6117,Time Crisis: Project Titan,2001,Shooter,Namco Bandai Games,Flying Tiger Development,T
6118,Time Crisis: Razing Storm,2010,Shooter,Namco Bandai Games,Nex Entertainment,T
6119,Time Crisis 3,2003,Shooter,Namco Bandai Games,Namco,T
6120,Time Crisis 4,2007,Shooter,Namco Bandai Games,Nex Entertainment,T
6121,Time Crisis II,2001,Shooter,Namco Bandai Games,Namco,T
6122,Time Hollow,2008,Adventure,Konami Digital Entertainment,Tenky,T
6123,TimeShift,2007,Shooter,Vivendi Games,Saber Interactive,M
6124,TimeShift,2007,Shooter,Vivendi Games,Saber Interactive,M
6125,TimeShift,2007,Shooter,Vivendi Games,Saber Interactive,M
6126,TimeSplitters,2000,Shooter,Eidos Interactive,Free Radical Design,T
6127,TimeSplitters: Future Perfect,2005,Shooter,Electronic Arts,Free Radical Design,M
6128,TimeSplitters: Future Perfect,2005,Shooter,Electronic Arts,Free Radical Design,M
6129,TimeSplitters: Future Perfect,2005,Shooter,Electronic Arts,Free Radical Design,M
6130,TimeSplitters 2,2002,Shooter,Eidos Interactive,Free Radical Design,T
6131,TimeSplitters 2,2002,Shooter,Eidos Interactive,Free Radical Design,T
6132,TimeSplitters 2,2002,Shooter,Eidos Interactive,Free Radical Design,T
6133,Titanfall,2014,Shooter,Electronic Arts,Respawn Entertainment,M
6134,Titanfall,2014,Shooter,Electronic Arts,Bluepoint Games,M
6135,Titanfall,2014,Shooter,Electronic Arts,Respawn Entertainment,M
6136,Titanfall 2,2016,Shooter,Electronic Arts,Respawn Entertainment,M
6137,Titanfall 2,2016,Shooter,Electronic Arts,Respawn Entertainment,M
6138,Titanfall 2,2016,Shooter,Electronic Arts,Respawn Entertainment,M
6139,Titan Quest,2006,Role-Playing,THQ,Iron Lore Entertainment,T
6140,TMNT,2007,Action,Ubisoft,Ubisoft Montreal,E10+
6141,TMNT,2007,Action,Ubisoft,Ubisoft Montreal,E10+
6142,TMNT,2007,Action,Ubisoft,Ubisoft Montreal,E10+
6143,TMNT,2007,Action,Ubisoft,Ubisoft Quebec,E10+
6144,TMNT: Mutant Melee,2005,Fighting,Konami Digital Entertainment,Konami Computer Entertainment Hawaii,T
6145,TMNT: Mutant Melee,2005,Fighting,Konami Digital Entertainment,Konami Computer Entertainment Hawaii,T
6146,TNA iMPACT: Cross the Line,2010,Fighting,SouthPeak Games,Point of View,T
6147,TOCA Race Driver 3,2006,Racing,Codemasters,Codemasters,E10+
6148,TOCA Race Driver 3,2006,Racing,Codemasters,Codemasters,E10+
6149,TOCA Race Driver 3,2006,Racing,Codemasters,Codemasters,E10+
6150,Tokobot,2005,Platform,Take-Two Interactive,Tecmo,E
6151,Tokyo Jungle,2012,Action,Sony Computer Entertainment,Crispy's,T
6152,Tokyo Twilight Ghost Hunters,2014,Role-Playing,Aksys Games,TOYBOX,T
6153,Tokyo Twilight Ghost Hunters,2014,Role-Playing,Aksys Games,TOYBOX,T
6154,Tokyo Xtreme Racer 3,2003,Racing,Genki,Genki,E
6155,Tokyo Xtreme Racer DRIFT,2003,Racing,Genki,Genki,E
6156,Tokyo Xtreme Racer Zero,2000,Racing,Crave Entertainment,Genki,E
6157,Tomb Raider,1996,Action,Eidos Interactive,Core Design Ltd.,T
6158,Tomb Raider,1996,Action,Eidos Interactive,"Crystal Dynamics, Nixxes Software",M
6159,Tomb Raider: Anniversary,2007,Action,Eidos Interactive,Crystal Dynamics,T
6160,Tomb Raider: Anniversary,2007,Action,Eidos Interactive,Crystal Dynamics,T
6161,Tomb Raider: Anniversary,2007,Action,Eidos Interactive,Crystal Dynamics,T
6162,Tomb Raider: Anniversary,2007,Action,Eidos Interactive,Nixxes Software,T
6163,Tomb Raider: Legend,2006,Action,Eidos Interactive,Crystal Dynamics,T
6164,Tomb Raider: Legend,2006,Action,Eidos Interactive,Buzz Monkey,T
6165,Tomb Raider: Legend,2006,Action,Eidos Interactive,Crystal Dynamics,T
6166,Tomb Raider: Legend,2006,Action,Eidos Interactive,Crystal Dynamics,T
6167,Tomb Raider: Legend,2006,Action,Eidos Interactive,Crystal Dynamics,T
6168,Tomb Raider: Legend,2006,Action,Eidos Interactive,Human Soft,T
6169,Tomb Raider: Legend,2006,Action,Eidos Interactive,Nixxes Software,T
6170,Tomb Raider: The Prophecy,2002,Action,Ubisoft,Ubisoft Milan,T
6171,Tomb Raider: Underworld,2008,Action,Eidos Interactive,Nixxes Software,T
6172,Tomb Raider: Underworld,2008,Action,Eidos Interactive,Crystal Dynamics,T
6173,Tomb Raider: Underworld,2008,Action,Eidos Interactive,Crystal Dynamics,T
6174,Tomb Raider: Underworld,2008,Action,Eidos Interactive,Santa Cruz Games,T
6175,Tomb Raider: Underworld,2008,Action,Eidos Interactive,Nixxes Software,T
6176,Tom Clancy's EndWar,2008,Strategy,Ubisoft,Ubisoft Shanghai,T
6177,Tom Clancy's EndWar,2008,Strategy,Ubisoft,Ubisoft Shanghai,T
6178,Tom Clancy's EndWar,2008,Strategy,Ubisoft,"Funatics Software, Funatics",T
6179,Tom Clancy's EndWar,2008,Strategy,Ubisoft,"Funatics Software, Funatics",T
6180,Tom Clancy's EndWar,2009,Strategy,Ubisoft,Ubisoft Shanghai,T
6181,Tom Clancy's Ghost Recon,2002,Shooter,Ubisoft,Ubisoft,M
6182,Tom Clancy's Ghost Recon,2002,Shooter,Ubisoft,Red Storm Entertainment,M
6183,Tom Clancy's Ghost Recon,2003,Shooter,Ubisoft,Red Storm Entertainment,M
6184,Tom Clancy's Ghost Recon,2010,Shooter,Ubisoft,Next Level Games,T
6185,Tom Clancy's Ghost Recon: Future Soldier,2012,Shooter,Ubisoft,Ubisoft Paris,M
6186,Tom Clancy's Ghost Recon: Future Soldier,2012,Shooter,Ubisoft,Ubisoft Paris,M
6187,Tom Clancy's Ghost Recon: Future Soldier,2012,Shooter,Ubisoft,Ubisoft Paris,M
6188,Tom Clancy's Ghost Recon: Island Thunder,2003,Shooter,Ubisoft,Red Storm Entertainment,M
6189,Tom Clancy's Ghost Recon: Jungle Storm,2004,Shooter,Ubisoft,Red Storm Entertainment,T
6190,Tom Clancy's Ghost Recon: Shadow Wars,2011,Strategy,Ubisoft,Ubisoft,T
6191,Tom Clancy's Ghost Recon 2,2004,Shooter,Ubisoft,Red Storm Entertainment,T
6192,Tom Clancy's Ghost Recon 2,2004,Shooter,Ubisoft,Ubisoft Shanghai/Paris,T
6193,Tom Clancy's Ghost Recon 2,2005,Shooter,Ubisoft,Ubisoft Shanghai,T
6194,Tom Clancy's Ghost Recon 2: Summit Strike,2005,Shooter,Ubisoft,Red Storm Entertainment,T
6195,Tom Clancy's Ghost Recon Advanced Warfighter,2006,Shooter,Ubisoft,Ubisoft Paris,T
6196,Tom Clancy's Ghost Recon Advanced Warfighter,2006,Shooter,Ubisoft,Ubisoft Shanghai,T
6197,Tom Clancy's Ghost Recon Advanced Warfighter,2006,Shooter,Ubisoft,Ubisoft Shanghai,T
6198,Tom Clancy's Ghost Recon Advanced Warfighter 2,2007,Shooter,Ubisoft,"Red Storm Entertainment, Ubisoft Paris",T
6199,Tom Clancy's Ghost Recon Advanced Warfighter 2,2007,Shooter,Ubisoft,"Red Storm Entertainment, Ubisoft Paris",T
6200,Tom Clancy's Ghost Recon Advanced Warfighter 2,2007,Shooter,Ubisoft,"High Voltage Software, Ubisoft Paris",T
6201,Tom Clancy's HAWX,2009,Action,Ubisoft,Ubisoft Romania,T
6202,Tom Clancy's HAWX,2009,Action,Ubisoft,Ubisoft Romania,T
6203,Tom Clancy's HAWX,2009,Action,Ubisoft,Ubisoft Romania,T
6204,Tom Clancy's HAWX 2,2010,Action,Ubisoft,Ubisoft,T
6205,Tom Clancy's HAWX 2,2010,Action,Ubisoft,Ubisoft,T
6206,Tom Clancy's HAWX 2,2010,Action,Ubisoft,Ubisoft,T
6207,Tom Clancy's Rainbow Six: Lockdown,2005,Shooter,Ubisoft,"Red Storm Entertainment, Ubisoft Montreal",M
6208,Tom Clancy's Rainbow Six: Lockdown,2005,Shooter,Ubisoft,"Red Storm Entertainment, Ubisoft Montreal",M
6209,Tom Clancy's Rainbow Six: Lockdown,2005,Shooter,Ubisoft,"Red Storm Entertainment, Ubisoft Montreal",M
6210,Tom Clancy's Rainbow Six: Siege,2015,Shooter,Ubisoft,Ubisoft Montreal,M
6211,Tom Clancy's Rainbow Six: Siege,2015,Shooter,Ubisoft,Ubisoft Montreal,M
6212,Tom Clancy's Rainbow Six: Siege,2015,Shooter,Ubisoft,Ubisoft Montreal,M
6213,Tom Clancy's Rainbow Six: Vegas,2006,Shooter,Ubisoft,Ubisoft Montreal,M
6214,Tom Clancy's Rainbow Six: Vegas,2007,Shooter,Ubisoft,Ubisoft Montreal,M
6215,Tom Clancy's Rainbow Six: Vegas,2007,Shooter,Ubisoft,Ubisoft Montreal,T
6216,Tom Clancy's Rainbow Six: Vegas 2,2008,Shooter,Ubisoft,Ubisoft Montreal,M
6217,Tom Clancy's Rainbow Six: Vegas 2,2008,Shooter,Ubisoft,Ubisoft Montreal,M
6218,Tom Clancy's Rainbow Six: Vegas 2,2008,Shooter,Ubisoft,Ubisoft Montreal,M
6219,Tom Clancy's Rainbow Six 3,2003,Shooter,Ubisoft,Ubisoft,M
6220,Tom Clancy's Rainbow Six 3,2004,Shooter,Ubisoft,Ubisoft Shanghai,M
6221,Tom Clancy's Rainbow Six 3,2004,Shooter,Ubisoft,Ubisoft Shanghai,M
6222,Tom Clancy's Rainbow Six 3: Black Arrow,2004,Shooter,Ubisoft,Ubisoft Montreal,M
6223,Tom Clancy's Splinter Cell,2002,Action,Ubisoft,Ubisoft Montreal,T
6224,Tom Clancy's Splinter Cell,2003,Action,Ubisoft,Ubisoft Shanghai,T
6225,Tom Clancy's Splinter Cell,2003,Action,Ubisoft,Ubisoft Shanghai,T
6226,Tom Clancy's Splinter Cell,2003,Action,Ubisoft,Ubisoft Montreal,T
6227,Tom Clancy's Splinter Cell: Blacklist,2013,Action,Ubisoft,Ubisoft Toronto,M
6228,Tom Clancy's Splinter Cell: Blacklist,2013,Action,Ubisoft,Ubisoft Toronto,M
6229,Tom Clancy's Splinter Cell: Blacklist,2013,Action,Ubisoft,Ubisoft Toronto,M
6230,Tom Clancy's Splinter Cell: Blacklist,2013,Action,Ubisoft,Ubisoft Toronto,M
6231,Tom Clancy's Splinter Cell: Chaos Theory,2005,Action,Ubisoft,Ubisoft Montreal,M
6232,Tom Clancy's Splinter Cell: Chaos Theory,2005,Action,Ubisoft,Ubisoft Montreal,M
6233,Tom Clancy's Splinter Cell: Chaos Theory,2005,Action,Ubisoft,Ubisoft Montreal,M
6234,Tom Clancy's Splinter Cell: Chaos Theory,2005,Action,Ubisoft,Gameloft,T
6235,Tom Clancy's Splinter Cell: Conviction,2010,Action,Ubisoft,Ubisoft Montreal,M
6236,Tom Clancy's Splinter Cell: Double Agent,2006,Action,Ubisoft,Ubisoft Shanghai,M
6237,Tom Clancy's Splinter Cell: Double Agent,2006,Action,Ubisoft,Ubisoft Shanghai,M
6238,Tom Clancy's Splinter Cell: Double Agent,2006,Action,Ubisoft,Ubisoft Montreal,M
6239,Tom Clancy's Splinter Cell: Double Agent,2007,Action,Ubisoft,Ubisoft Shanghai,M
6240,Tom Clancy's Splinter Cell: Essentials,2006,Shooter,Ubisoft,Ubisoft,M
6241,Tom Clancy's Splinter Cell: Pandora Tomorrow,2004,Action,Ubisoft,Ubisoft Shanghai,T
6242,Tom Clancy's Splinter Cell: Pandora Tomorrow,2004,Action,Ubisoft,Ubisoft Shanghai,T
6243,Tom Clancy's Splinter Cell: Pandora Tomorrow,2004,Action,Ubisoft,Ubisoft,T
6244,Tom Clancy's Splinter Cell: Pandora Tomorrow,2004,Action,Ubisoft,Ubisoft,T
6245,Tom Clancy's Splinter Cell 3D,2011,Action,Ubisoft,Ubisoft,T
6246,Tom Clancy's Splinter Cell Classic Trilogy HD,2011,Action,Ubisoft,Ubisoft,M
6247,Tom Clancy's The Division,2016,Shooter,Ubisoft,Massive Entertainment,M
6248,Tom Clancy's The Division,2016,Shooter,Ubisoft,Massive Entertainment,M
6249,Tom Clancy's The Division,2016,Shooter,Ubisoft,Massive Entertainment,M
6250,Tony Hawk: RIDE,2009,Sports,Activision,Buzz Monkey,E10+
6251,Tony Hawk: RIDE,2009,Sports,Activision,Robomodo,E10+
6252,Tony Hawk: RIDE,2009,Sports,Activision,Robomodo,E10+
6253,Tony Hawk: Shred,2010,Sports,Activision,Robomodo,E
6254,Tony Hawk: Shred,2010,Sports,Activision,Robomodo,E
6255,Tony Hawk's American Sk8land,2005,Sports,Activision,Vicarious Visions,E
6256,Tony Hawk's American Sk8land,2005,Sports,Activision,Vicarious Visions,E
6257,Tony Hawk's American Wasteland,2005,Sports,Activision,Neversoft Entertainment,T
6258,Tony Hawk's American Wasteland,2005,Sports,Activision,Neversoft Entertainment,T
6259,Tony Hawk's American Wasteland,2005,Sports,Activision,Neversoft Entertainment,T
6260,Tony Hawk's Downhill Jam,2006,Sports,Activision,Vicarious Visions,E
6261,Tony Hawk's Project 8,2006,Sports,Activision,Shaba Games,T
6262,Tony Hawk's Project 8,2006,Sports,Activision,Neversoft Entertainment,T
6263,Tony Hawk's Project 8,2006,Sports,Activision,Page 44 Studios,T
6264,Tony Hawk's Project 8,2006,Sports,Activision,Neversoft Entertainment,T
6265,Tony Hawk's Pro Skater,1999,Sports,Activision,Neversoft Entertainment,T
6266,Tony Hawk's Pro Skater 2,2000,Sports,Activision,Neversoft Entertainment,T
6267,Tony Hawk's Pro Skater 2,2001,Sports,Activision,Vicarious Visions,E
6268,Tony Hawk's Pro Skater 2x,2001,Sports,Activision,Treyarch,T
6269,Tony Hawk's Pro Skater 3,2001,Sports,Activision,Neversoft Entertainment,T
6270,Tony Hawk's Pro Skater 3,2001,Sports,Activision,Shaba Games,E
6271,Tony Hawk's Pro Skater 3,2001,Sports,Activision,Neversoft Entertainment,T
6272,Tony Hawk's Pro Skater 3,2002,Sports,Activision,Neversoft Entertainment,T
6273,Tony Hawk's Pro Skater 3,2002,Sports,Activision,Vicarious Visions,E
6274,Tony Hawk's Pro Skater 4,2002,Sports,Activision,Neversoft Entertainment,T
6275,Tony Hawk's Pro Skater 4,2002,Sports,Activision,Neversoft Entertainment,T
6276,Tony Hawk's Pro Skater 4,2002,Sports,Activision,Neversoft Entertainment,T
6277,Tony Hawk's Pro Skater 4,2002,Sports,Activision,Vicarious Visions,E
6278,Tony Hawk's Pro Skater 5,2015,Sports,Activision,Robomodo,T
6279,Tony Hawk's Pro Skater 5,2015,Sports,Activision,Robomodo,T
6280,Tony Hawk's Proving Ground,2007,Sports,Activision,Page 44 Studios,T
6281,Tony Hawk's Proving Ground,2007,Sports,Activision,Neversoft Entertainment,T
6282,Tony Hawk's Proving Ground,2007,Sports,Activision,Neversoft Entertainment,T
6283,Tony Hawk's Proving Ground,2007,Sports,Activision,Page 44 Studios,T
6284,Tony Hawk's Proving Ground,2007,Sports,Activision,Vicarious Visions,E10+
6285,Tony Hawk's Underground,2003,Sports,Activision,Neversoft Entertainment,T
6286,Tony Hawk's Underground,2003,Sports,Activision,Neversoft Entertainment,T
6287,Tony Hawk's Underground,2003,Sports,Activision,Neversoft Entertainment,T
6288,Tony Hawk's Underground,2003,Sports,Activision,Vicarious Visions,E
6289,Tony Hawk's Underground 2,2004,Sports,Activision,Neversoft Entertainment,T
6290,Tony Hawk's Underground 2,2004,Sports,Activision,Neversoft Entertainment,T
6291,Tony Hawk's Underground 2,2004,Sports,Activision,Neversoft Entertainment,T
6292,Tony Hawk's Underground 2 Remix,2005,Sports,Activision,Shaba Games,T
6293,Too Human,2008,Role-Playing,Microsoft Game Studios,Silicon Knights,T
6294,Top Gear Rally,2003,Racing,Kemco,Tantalus Interactive,E
6295,Top Gear RPM Tuning,2005,Racing,Wanadoo,Babylon Software,T
6296,Top Gun,2011,Simulation,505 Games,Doublesix,T
6297,Top Gun: Combat Zones,2001,Simulation,Titus,Titus Software,E
6298,Top Gun: Combat Zones,2002,Simulation,Titus,Titus Software,E
6299,Top Gun: Hard Lock,2012,Action,505 Games,505 Games,T
6300,Top Spin,2003,Sports,Microsoft Game Studios,Pam Development,E
6301,Top Spin,2005,Sports,Take-Two Interactive,Pam Development,E
6302,Top Spin 2,2006,Sports,Take-Two Interactive,Pam Development,E
6303,Top Spin 3,2008,Action,Take-Two Interactive,Pam Development,E
6304,Top Spin 3,2008,Action,Take-Two Interactive,Pam Development,E
6305,Top Spin 3,2008,Action,Take-Two Interactive,Pam Development,E
6306,Top Spin 4,2011,Sports,Take-Two Interactive,2K Czech,E
6307,Top Spin 4,2011,Sports,Take-Two Interactive,2K Czech,E
6308,Top Spin 4,2011,Sports,Take-Two Interactive,2K Games,E
6309,Torchlight,2009,Role-Playing,JoWood Productions,Runic Games,T
6310,Tork: Prehistoric Punk,2005,Platform,Microsoft Game Studios,Tiwak,E
6311,Tornado Outbreak,2009,Action,Konami Digital Entertainment,Loose Cannon Studios,E10+
6312,Tornado Outbreak,2009,Action,Konami Digital Entertainment,Loose Cannon Studios,E10+
6313,Tornado Outbreak,2009,Action,Konami Digital Entertainment,Loose Cannon Studios,E10+
6314,Total Overdose: A Gunslinger's Tale in Mexico,2005,Shooter,Eidos Interactive,Deadline Games,M
6315,Total Overdose: A Gunslinger's Tale in Mexico,2005,Shooter,Eidos Interactive,Deadline Games,M
6316,Total War: Attila,2015,Strategy,Sega,Creative Assembly,T
6317,Total War: Rome II,2013,Strategy,Sega,Creative Assembly,T
6318,Total War: Shogun 2,2011,Strategy,Sega,Creative Assembly,T
6319,Total War: WARHAMMER,2016,Strategy,Sega,Creative Assembly,T
6320,Touch Detective,2006,Adventure,505 Games,BeeWorks,E10+
6321,TouchMaster,2007,Puzzle,Midway Games,Midway Studios - San Diego,E10+
6322,Touch My Katamari,2011,Puzzle,Namco Bandai Games,Bandai Namco Games,E10+
6323,Touch the Dead,2007,Shooter,Eidos Interactive,Secret Stash Games,M
6324,Touhou Genso Rondo: Bullet Ballet,2016,Shooter,Nippon Ichi Software,"Mediascape, CUBETYPE",E10+
6325,Toukiden: The Age of Demons,2013,Action,Tecmo Koei,Omega Force,T
6326,Toukiden Kiwami,2014,Action,Tecmo Koei,"Omega Force, Koei Tecmo Games",T
6327,Toukiden Kiwami,2015,Action,Tecmo Koei,Koei Tecmo Games,T
6328,Tour de France 2014,2014,Sports,Focus Home Interactive,Cyanide,E
6329,Tournament of Legends,2010,Fighting,Sega,High Voltage Software,T
6330,Toy Shop,2008,Simulation,Majesco Entertainment,"Gameinvest, Seed Studios, Lda",E
6331,Toy Soldiers: War Chest,2015,Action,Ubisoft,Krome Studios,
6332,Toy Soldiers: War Chest,2015,Action,Ubisoft,Krome Studios,
6333,Toy Story Mania!,2009,Misc,Disney Interactive Studios,Papaya Studios,E
6334,Toy Story Racer,2001,Racing,Activision,Traveller's Tales,E
6335,Trace Memory,2005,Adventure,Nintendo,Cing,T
6336,TrackMania: Build to Race,2010,Racing,Focus Home Interactive,Firebrand Games,E
6337,TrackMania DS,2008,Racing,Focus Home Interactive,Firebrand Games,E
6338,TrackMania Turbo,2016,Action,Ubisoft,Nadeo,E
6339,TrackMania Turbo,2016,Action,Ubisoft,Nadeo,E
6340,TrackMania Turbo,2016,Action,Ubisoft,Nadeo,E
6341,Transformers,2004,Shooter,Atari,Melbourne House,T
6342,Transformers: Cybertron Adventures,2010,Action,Activision,Next Level Games,T
6343,Transformers: Dark of the Moon,2011,Action,Activision,High Moon Studios,T
6344,Transformers: Dark of the Moon,2011,Action,Activision,High Moon Studios,T
6345,Transformers: Devastation,2015,Action,Activision,PlatinumGames,T
6346,Transformers: Devastation,2015,Action,Activision,PlatinumGames,T
6347,Transformers: Devastation,2015,Action,Activision,PlatinumGames,T
6348,Transformers: Fall of Cybertron,2012,Action,Activision,High Moon Studios,T
6349,Transformers: Fall of Cybertron,2012,Action,Activision,High Moon Studios,T
6350,Transformers: Fall of Cybertron,2012,Action,Activision,"High Moon Studios, Mercenary Technologies",T
6351,Transport Fever,2016,Simulation,Astragon,Urban Games,
6352,Transworld Snowboarding,2002,Sports,Atari,Housemarque,T
6353,Transworld Surf,2002,Sports,Atari,Rockstar San Diego,T
6354,Trapped Dead,2011,Strategy,Iceberg Interactive,"Headup Games, Crenetic Studios",
6355,Trapt,2005,Action,Tecmo Koei,Paon Corporation,M
6356,Trauma Center: New Blood,2007,Simulation,Nintendo,Atlus,T
6357,Trauma Center: Second Opinion,2006,Simulation,Nintendo,Atlus,T
6358,Trauma Center: Under the Knife,2005,Simulation,Nintendo,ITL,T
6359,Trauma Center: Under the Knife 2,2008,Simulation,Atlus,Vanguard,T
6360,Trials Fusion,2014,Racing,Ubisoft,RedLynx,E10+
6361,Trials Fusion,2014,Racing,Ubisoft,RedLynx,E10+
6362,Trials Fusion,2014,Racing,Ubisoft,RedLynx,E10+
6363,Trigger Man,2004,Shooter,Play It,Point of View,T
6364,Trine,2009,Action,Nobilis,"Frozenbyte, Inc.",E10+
6365,Trine 2,2011,Platform,Focus Home Interactive,"Frozenbyte, Inc.",E10+
6366,TRINITY: Souls of Zill O'll,2010,Role-Playing,Ubisoft Annecy,Omega Force,T
6367,Trinity Universe,2009,Role-Playing,Nippon Ichi Software,"Gust, Idea Factory",T
6368,Trivial Pursuit,2009,Misc,Electronic Arts,EA Bright Light,E
6369,Trivial Pursuit,2009,Misc,Electronic Arts,EA Bright Light,E
6370,Trivial Pursuit unhinged,2004,Misc,Atari,Artech Studios,T
6371,TRON: Evolution,2010,Action,Disney Interactive Studios,Propaganda Games,T
6372,TRON: Evolution,2010,Action,Disney Interactive Studios,Propaganda Games,T
6373,TRON: Evolution,2010,Action,Disney Interactive Studios,Propaganda Games,T
6374,Tron 2.0: Killer App,2004,Action,Disney Interactive Studios,Climax Group,T
6375,Tropico 3,2009,Strategy,Kalypso Media,Haemimont,T
6376,Tropico 3,2009,Strategy,Kalypso Media,Haemimont,T
6377,Tropico 4,2011,Strategy,Kalypso Media,Haemimont,T
6378,Tropico 4: Modern Times,2012,Strategy,Kalypso Media,Haemimont,T
6379,Tropico 5,2014,Simulation,Kalypso Media,Haemimont,T
6380,Tropico 5,2014,Simulation,Kalypso Media,Haemimont,T
6381,Tropico 5,2015,Simulation,Kalypso Media,Haemimont,T
6382,True Crime: New York City,2005,Action,Activision,Exakt,M
6383,True Crime: New York City,2005,Action,Activision,Exakt,M
6384,True Crime: Streets of LA,2003,Action,Activision,"Luxoflux, Inc.",M
6385,True Crime: Streets of LA,2003,Action,Activision,"Luxoflux, Inc.",M
6386,True Crime: Streets of LA,2003,Action,Activision,Exakt,M
6387,True Swing Golf,2005,Sports,Nintendo,T&E Soft,E
6388,Truth or Lies,2010,Misc,THQ,THQ,T
6389,Turning Point: Fall of Liberty,2008,Shooter,Codemasters,Spark Unlimited,T
6390,Turning Point: Fall of Liberty,2008,Shooter,Codemasters,Spark Unlimited,T
6391,Turn It Around,2006,Action,505 Games,"Taito Corporation, 505 Games",E
6392,Turok,2008,Action,Touchstone,Propaganda Games,M
6393,Turok,2008,Action,Touchstone,Propaganda Games,M
6394,Turok,2008,Action,Touchstone,Propaganda Games,M
6395,Turok: Evolution,2002,Shooter,Acclaim Entertainment,Acclaim,M
6396,Turok: Evolution,2002,Shooter,Acclaim Entertainment,Acclaim,M
6397,Turok: Evolution,2002,Shooter,Acclaim Entertainment,Acclaim,M
6398,Turok: Evolution,2002,Shooter,Acclaim Entertainment,RFX Interactive,T
6399,TV Superstars,2010,Misc,Sony Computer Entertainment,SCE Studio Cambridge,E
6400,Twin Strike: Operation Thunder,2008,Shooter,Zoo Games,Naps Team,E10+
6401,Twisted Metal: Black,2001,Racing,Sony Computer Entertainment,Incognito Inc.,M
6402,Twisted Metal: Head On,2005,Action,Sony Computer Entertainment,Incognito Inc.,T
6403,Two Worlds,2007,Role-Playing,SouthPeak Games,Reality Pump,M
6404,Two Worlds II,2011,Role-Playing,Unknown,Reality Pump,M
6405,Two Worlds II,2011,Role-Playing,Unknown,Reality Pump,M
6406,Two Worlds II,2011,Role-Playing,Unknown,Reality Pump,M
6407,Tycoon City: New York,2006,Strategy,Atari,Deep Red,T
6408,Ty the Tasmanian Tiger,2002,Platform,Electronic Arts,Krome Studios,E
6409,Ty the Tasmanian Tiger,2002,Platform,Electronic Arts,Krome Studios,E
6410,Ty the Tasmanian Tiger,2002,Platform,Electronic Arts,Krome Studios,E
6411,Ty the Tasmanian Tiger 2: Bush Rescue,2004,Platform,Electronic Arts,Krome Studios,E
6412,Ty the Tasmanian Tiger 2: Bush Rescue,2004,Platform,Electronic Arts,Krome Studios,E
6413,Ty the Tasmanian Tiger 2: Bush Rescue,2004,Platform,Electronic Arts,Krome Studios,E
6414,Ty the Tasmanian Tiger 3: Night of the Quinkan,2005,Action,Activision,Krome Studios,E10+
6415,Ty the Tasmanian Tiger 3: Night of the Quinkan,2005,Action,Activision,Krome Studios,E10+
6416,uDraw Studio: Instant Artist,2011,Misc,THQ,THQ,E
6417,UEFA Champions League 2006-2007,2007,Sports,Electronic Arts,EA Canada,E
6418,UEFA Euro 2004: Portugal,2004,Sports,Electronic Arts,EA Canada,E
6419,UEFA Euro 2004: Portugal,2004,Sports,Electronic Arts,EA Canada,E
6420,UEFA Euro 2016,2016,Sports,Konami Digital Entertainment,Konami,E
6421,UFC: Sudden Impact,2004,Fighting,Global Star,Opus,T
6422,UFC: Tapout 2,2003,Fighting,Capcom,DreamFactory,T
6423,UFC 2009 Undisputed,2009,Fighting,THQ,Yuke's,T
6424,UFC 2009 Undisputed,2009,Fighting,THQ,THQ,T
6425,UFC Personal Trainer: The Ultimate Fitness System,2011,Sports,THQ,THQ,E
6426,UFC Personal Trainer: The Ultimate Fitness System,2011,Sports,THQ,THQ,E
6427,UFC Undisputed 2010,2010,Fighting,THQ,Yuke's,T
6428,UFC Undisputed 2010,2010,Fighting,THQ,Yuke's,T
6429,UFC Undisputed 2010,2010,Fighting,THQ,Yuke's,T
6430,UFC Undisputed 3,2012,Action,THQ,Yuke's,T
6431,UFC Undisputed 3,2012,Action,THQ,Yuke's,T
